username,twhandle,postdate,content,responding,reply,retweet,like
Saygın Eğitim Kurumu,@sayginegitim,2021-07-19T17:59:18.000Z,#kurban #KurbanBayramınızMubarekOlsun #ilkokul #ortaokul #lgs #lgs2022 #lgs2022tayfa #türkçe #matematik #fenbilimleri #inkılaptarihi #ingilizce #dinkültürü #türktelekomortaokulu #ziyaeddinakbulutortaokulu #haliliyeortaokulu #GeleceginİcinDogruYerdesin,,,5,8,"['kurban', 'KurbanBayramınızMubarekOlsun', 'ilkokul', 'ortaokul', 'lgs', 'lgs2022', 'lgs2022tayfa', 'türkçe', 'matematik', 'fenbilimleri', 'inkılaptarihi', 'ingilizce', 'dinkültürü', 'türktelekomortaokulu', 'ziyaeddinakbulutortaokulu', 'haliliyeortaokulu', 'GeleceginİcinDogruYerdesin']"
a Mathematician,@matheory7,2021-07-19T16:17:05.000Z,"| Question-6 |

#Maths #Math #Matematik #Sequence",,2,2,5,"['Maths', 'Math', 'Matematik', 'Sequence']"
Logaritma KRİPTO,@LogoritmaX,2021-07-19T14:51:44.000Z,"kaldiracli islemler de zamanlama her sey dir

bunu onceleyebilmek de tüm detay ve karmasikligiyla #matematik le mümkündür 

sistem başı boş değildir

belli bir algoritması vardır

sen de bunu tahmin edebilmelisin","Logaritma KRİPTO
@LogoritmaX
 · Jul 19
#TLM   yine 0.16 da yiz  en güçlü destek 

alayına gider herkes korkarken aldik 

nasip artik 

sizler bana bakmayın agresif oynuyorum... 

grafigime göre bir veriye göre 

gerisine tevekkül Allah a diyorum 

tersi de var düzü de  twitter.com/LogoritmaX/sta…",1,,14,['matematik']
a Mathematician,@matheory7,2021-07-19T13:55:18.000Z,"| Question-4 | 

A sequence question.

#Math #Mathematics #Matematik #Maths",,1,,3,"['Math', 'Mathematics', 'Matematik', 'Maths']"
Matematik Kafası,@matematikkafa,2021-07-19T13:22:33.000Z,"Güzel indirim olmuş..

#matematik",,,1,13,['matematik']
Yenigün Kitabevi,@YenigunKitabevi,2021-07-19T13:16:15.000Z,"#MaviAyrac #okudumbitti 
@Kitap_Tanit
 #benimokumam #tyt #ayt #kpss #matematik #geometry #felsefe #edebiyat #dilanlatım #saglik #sağlık #saglıklıbeslenme",,1,3,10,"['MaviAyrac', 'okudumbitti', 'benimokumam', 'tyt', 'ayt', 'kpss', 'matematik', 'geometry', 'felsefe', 'edebiyat', 'dilanlatım', 'saglik', 'sağlık', 'saglıklıbeslenme']"
volkan,@volkains,2021-07-19T12:31:00.000Z,"Bir matematik öğretmeni soru yazıyorsa o sorudaki isimler ya çocuklarına, yeğenlerine ya da eski sevgililerine ait isimlerdir. Bu asla değişmez bir kuraldır #matematik #matematikögretmeni",,,,2,"['matematik', 'matematikögretmeni']"
Bendegül,@Venusmamav,2021-07-19T10:27:23.000Z,Kim demiş öğretmenler yazın yatıyor. İşimizin başındayız  #öğretmen #matematik #matematiksokağı,,3,,20,"['öğretmen', 'matematik', 'matematiksokağı']"
MATHKAFA,@mathkafa00,2021-07-17T21:02:51.000Z,#matematik #geometri #öabt,"MATHKAFA
@mathkafa00
 · Jul 17
#matematik #geometri  twitter.com/mathkafa00/sta…",,,1,"['matematik', 'geometri', 'öabt']"
MATHKAFA,@mathkafa00,2021-07-17T20:55:00.000Z,#matematik #geometri,"MATHKAFA
@mathkafa00
 · Jul 17
#öabtmatematik #turev #mathematics #geometry",,1,1,"['matematik', 'geometri']"
MATHKAFA,@mathkafa00,2021-07-17T20:09:35.000Z,#matematik #geometri #ayt #tyt #mathematics #öabt,,2,,6,"['matematik', 'geometri', 'ayt', 'tyt', 'mathematics', 'öabt']"
alpakademi,@alpakademinet,2021-07-17T16:58:54.000Z,#alpakademi #atasehir  #birebirders #lgs2021 #egitimkoclugu #anlayarakokumaegitimleri #hizliokuma #matematik,,,1,3,"['alpakademi', 'atasehir', 'birebirders', 'lgs2021', 'egitimkoclugu', 'anlayarakokumaegitimleri', 'hizliokuma', 'matematik']"
bessecenek,@bessecenek,2021-07-17T14:00:12.000Z,"Tatilin tadını çıkarmak en büyük hakkın tabii ki ama günde sadece bir saat konu testlerine bakmak da seni YKS 2022’nin en başarılısı yapar. 
TYT Matematik Soru Kitabı, http://bessecenek.com’da ve tüm kitapçılarda.
#BeşSeçenek #tyt #matematik",,,,,"['BeşSeçenek', 'tyt', 'matematik']"
TemellHoca,@temellhoca,2021-07-17T13:05:20.000Z,Soru  işareti olan yere hangi sayı yazılmalıdır? #matematik ,,2,,,['matematik']
Tales Matematik Müzesi,@matematikmuzesi,2021-07-17T11:11:28.000Z,"Perspektif 

#talesmatematikmuzesi #thalesmathmuseum #tales #thales #matematik #math #μαθηματικά #математика #Stærðfræði #matematika #teacher #mathteacher #maths #mathematics #mathematic #geometry #geometria #geometri #haftasonu #cumartesi #pazar #matematikkarikaturleri",,1,,6,"['talesmatematikmuzesi', 'thalesmathmuseum', 'tales', 'thales', 'matematik', 'math', 'μαθηματικά', 'математика', 'Stærðfræði', 'matematika', 'teacher', 'mathteacher', 'maths', 'mathematics', 'mathematic', 'geometry', 'geometria', 'geometri', 'haftasonu', 'cumartesi', 'pazar', 'matematikkarikaturleri']"
ŞÜKRÜ ÇİFTÇİ / FİZİK ÖĞRT.,@sukruhocafizik,2021-07-17T08:23:05.000Z,#tyt #şükrüçiftçifiziköğrt #gelecek #fizik #matematik #türkçe #ösym #şükrühocafizik,,,,,"['tyt', 'şükrüçiftçifiziköğrt', 'gelecek', 'fizik', 'matematik', 'türkçe', 'ösym', 'şükrühocafizik']"
Hollandalı Öğretmen,@aronnebronzo,2021-07-16T07:42:28.000Z,"Dün akşamki törenle, 4 zorlu yılın ardından diplomalarına kavuşan tüm öğrencilerimi kutluyor, kendilerine hayatta başarılar diliyorum!!! #diploma #hollanda #mentor #öğretmen #matematik",,4,4,266,"['diploma', 'hollanda', 'mentor', 'öğretmen', 'matematik']"
Tales Matematik Müzesi,@matematikmuzesi,2021-07-16T07:36:34.000Z,"Matematiğin eğlenceli dünyasından bir örnek 

#talesmatematikmuzesi #thalesmathmuseum #tales #thales #matematik #math #μαθηματικά #математика #Stærðfræði #matematika #teacher #mathteacher #maths #mathematics #mathematic #mathematician #geometri #geometry #geometria",,1,,4,"['talesmatematikmuzesi', 'thalesmathmuseum', 'tales', 'thales', 'matematik', 'math', 'μαθηματικά', 'математика', 'Stærðfræði', 'matematika', 'teacher', 'mathteacher', 'maths', 'mathematics', 'mathematic', 'mathematician', 'geometri', 'geometry', 'geometria']"
Öğretmen(Eğitim İşleri),@alialpaslan_aa,2021-07-16T05:36:21.000Z," UZMAN YARDIMCISI ALIM İLANI (CUMHURBAŞKANLIĞI İLETİŞİM BAŞKANLIĞI)

#ilan #personelalım #iibf #siyasalbilimler #hukuk #sosyoloji #psikoloji #antropoloji #halkbililm #iletişimfakültesi #matematik #istatistik #mühendis #mühendislik #mühendislikfakültesi #işletme #iktisat",,,,,"['ilan', 'personelalım', 'iibf', 'siyasalbilimler', 'hukuk', 'sosyoloji', 'psikoloji', 'antropoloji', 'halkbililm', 'iletişimfakültesi', 'matematik', 'istatistik', 'mühendis', 'mühendislik', 'mühendislikfakültesi', 'işletme', 'iktisat']"
Ezequias Oliveira,@ezequiasprof,2021-07-16T00:05:15.000Z,"#math #mathteacher #matematicas
#matemáticas #matematik","Ezequias Oliveira
O homem que dedilha um violão, dedilha sobre logaritmos. Este canal é sobre Matemática, Música, Bass Guitar etc.
youtube.com",,,,"['math', 'mathteacher', 'matematicas', 'matemáticas', 'matematik']"
ي,@_yeternuri_,2021-07-15T21:43:17.000Z,"Ardışık sayılar çalışıyorum defterime Arkadaşık sayılar yazıyorum kimse arkadaş sevgimizi sorgulamasin
#matematik #math #yks2022",,,,11,"['matematik', 'math', 'yks2022']"
MATHKAFA,@mathkafa00,2021-07-15T21:29:19.000Z,#matematik #ayt #tyt #öabt #online,"MATHKAFA
@mathkafa00
 · Jul 16
#matematik #geometri #öabt #limit #integral #ayt #tyt #takip",1,,6,"['matematik', 'ayt', 'tyt', 'öabt', 'online']"
MATHKAFA,@mathkafa00,2021-07-15T21:26:37.000Z,#matematik #geometri #öabt #limit #integral #ayt #tyt #takip,,2,2,4,"['matematik', 'geometri', 'öabt', 'limit', 'integral', 'ayt', 'tyt', 'takip']"
MATHKAFA,@mathkafa00,2021-07-15T21:22:35.000Z,#matematik #geometri #ayt #tyt #öabt,"MATHKAFA
@mathkafa00
 · Jul 16
#öabt #limit #matematik #geometri #takip",,,5,"['matematik', 'geometri', 'ayt', 'tyt', 'öabt']"
MATHKAFA,@mathkafa00,2021-07-15T21:18:11.000Z,#ayt #tyt #öabt #matematik #mathematics #geometry #limit,,1,,8,"['ayt', 'tyt', 'öabt', 'matematik', 'mathematics', 'geometry', 'limit']"
